label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;Tamb_var;dissipative;dissipative_set;hydro_group;kA_group;kA_char_group
pipe;Pipe;[];[];[];[];[];[];[];nan;False;False;0.0;True;False;0.9986668287270085;False;False;10011.061149633417;False;False;0.25;True;False;720;True;False;4e-05;True;False;1;False;False;0x000002859A5705B0;False;m;1;False;False;True;False;default;default;default
