label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param
feed water pump;Pump;['power output'];[None];[508588.6311786722];['0x000001F098085310'];['bus'];['eta_s'];['eta_s_char'];nan;False;False;493330.972243312;False;False;0.7499999999968116;True;False;2098.9005143216405;False;False;0x000001F0980CA9A0;False;v;0x000001F0980CAA00;False;v
