label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;[];[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-63273525.0864285;False;False;6951307.220735261;False;False;9.10239226626152;False;False;4.9999999999954525;True;False;14.999999999990337;False;False;1.0000000000000002;True;False;0.98;True;False;-1.0896178562239571e-16;False;False;3.2214672714374037;False;False;0x000001F0980CA8E0;False;m;0x000001F0980CA940;False;m;False;True
