label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
air compressor;Compressor;['power output'];[None];[92852724.47663328];['0x000001F098085310'];['bus'];['eta_s'];['eta_s_char'];nan;False;False;90067142.74233428;False;False;0.8500000000000002;True;False;0x000001F098085DF0;False;m;16.999999999999993;False;False;0;False;False;0x000001F0980CA610;False;nan;default;0x000001F0980CA430;False;nan;default
