label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;eta;eta_set;eta_var;eta_char;eta_char_set;eta_char_param;e;e_set;e_var
electrolysis;WaterElectrolyzer;['power input', 'heat output'];['P', 'Q'];[97773176.28985007, -14122930.78723082];['0x0000023050B4ED30', '0x0000023050B4EB20'];['bus', 'component'];['pr', 'eta'];['zeta', 'eta_char'];nan;False;False;96795444.52695157;True;True;-14122930.78723082;False;False;0.98;True;False;86.05764318570338;False;False;0.8500000000000001;True;False;0x000002306950C250;False;m_out;166910028.49142516;False;False
