label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
recuperator;HeatExchanger;[];[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-66096638.15371024;False;False;715190.7661068494;False;False;92.41819285993887;False;False;75.40497238371199;False;False;111.81614654378359;False;False;0.9799999999999999;True;False;0.9800000000000002;True;False;0.09983345699100986;False;False;1123.723158589102;False;False;0x000001C8B525EA30;False;m;0x000001C8B525EA60;False;m
