label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
recuperator;HeatExchanger;[];[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-30228594.442007706;False;False;303011.07567518816;False;False;99.76069150162405;False;False;81.27713165831528;False;False;120.85425632688492;False;False;0.9799999999999996;True;False;0.9799999999999998;True;False;0.4742779400043943;False;False;2299.9879671676395;False;False;0x0000024054197D00;False;m;0x0000024054197FD0;False;m
